SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,43 Oxford Ave,Mill Valley,CA,94941,4499000,5,4.5,Mill Valley,2672,6600,,8,1684,,Active,,,https://www.redfin.com/CA/Mill-Valley/43-Oxford-Ave-94941/home/585084,BAREIS,323915470,N,Y,37.8958855,-122.5316657
MLS Listing,,Single Family Residential,303 Belle Ave,San Rafael,CA,94901,1150000,3,2.0,San Rafael,2022,5480,1920,8,569,,Active,October-12-2023 10:30 AM,October-12-2023 02:00 PM,https://www.redfin.com/CA/San-Rafael/303-Belle-Ave-94901/home/560929,BAREIS,323915505,N,Y,37.9730541,-122.5146218
MLS Listing,,Single Family Residential,50 Oxford Ave,Mill Valley,CA,94941,1395000,2,1.0,Mill Valley,1210,5828,1944,8,1153,,Active,,,https://www.redfin.com/CA/Mill-Valley/50-Oxford-Ave-94941/home/1327560,BAREIS,323915412,N,Y,37.8962144,-122.5312549
MLS Listing,,Single Family Residential,30 Harbor Cove Way,Mill Valley,CA,94941,1895000,2,2.0,Mill Valley,1301,10707,1954,8,1457,,Active,,,https://www.redfin.com/CA/Mill-Valley/30-Harbor-Cove-Way-94941/home/40100708,BAREIS,323913641,N,Y,37.8954066,-122.5039305
MLS Listing,,Townhouse,227 San Carlos Ave,Sausalito,CA,94965,2400000,2,2.5,Sausalito,1870,3206,1988,8,1283,,Active,October-11-2023 11:00 AM,October-11-2023 02:00 PM,https://www.redfin.com/CA/Sausalito/227-San-Carlos-Ave-94965/home/821521,BAREIS,323914938,N,Y,37.8569348,-122.484421
MLS Listing,,Single Family Residential,190 Harrison Ave,Sausalito,CA,94965,17750000,5,4.5,Sausalito,7400,16690,,9,2399,,Active,,,https://www.redfin.com/CA/Sausalito/190-Harrison-Ave-94965/home/727162,BAREIS,323913240,N,Y,37.8571477,-122.4835298
MLS Listing,,Mobile/Manufactured Home,17 Oceano Pl,Novato,CA,94949,225000,2,2.0,Los Robles MHP,1152,,1971,9,195,,Active,October-15-2023 02:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Novato/17-Oceano-Pl-94949/home/21625544,BAREIS,323914847,N,Y,38.0672856,-122.5357052
MLS Listing,,Single Family Residential,80 Palomino Cir,Novato,CA,94947,3198000,5,3.5,Novato,4308,80242,1985,9,742,174,Active,,,https://www.redfin.com/CA/Novato/80-Palomino-Cir-94947/home/662013,BAREIS,323914988,N,Y,38.0983191,-122.6213647
MLS Listing,,Single Family Residential,170 Emerson Ave,Novato,CA,94949,1599000,4,2.5,South Gate,3034,5223,1999,9,527,13,Active,,,https://www.redfin.com/CA/Novato/170-Emerson-Ave-94949/home/1160816,BAREIS,323915254,N,Y,38.051742,-122.5079746
MLS Listing,,Single Family Residential,40 Rodeo Ave,Sausalito,CA,94965,1495000,2,2.0,Sausalito,1157,5005,1953,9,1292,,Active,,,https://www.redfin.com/CA/Sausalito/40-Rodeo-Ave-94965/home/623077,BAREIS,323915100,N,Y,37.8626349,-122.4970824
MLS Listing,,Single Family Residential,355 Tamalpais Ave,Mill Valley,CA,94941,2995000,4,3.5,Mill Valley,2880,26502,1966,9,1040,,Active,,,https://www.redfin.com/CA/Mill-Valley/355-Tamalpais-Ave-94941/home/577104,San Francisco MLS,323909776,N,Y,37.9138035,-122.5592145
MLS Listing,,Single Family Residential,800 Las Colindas Rd,San Rafael,CA,94903,1395000,3,2.0,San Rafael,1555,13569,1955,9,897,,Active,,,https://www.redfin.com/CA/San-Rafael/800-Las-Colindas-Rd-94903/home/708149,BAREIS,323914745,N,Y,38.0184803,-122.5657537
MLS Listing,,Single Family Residential,1822 Virginia Ave,Novato,CA,94945,1499999,6,4.0,Novato,2125,31189,1922,10,706,,Active,October-14-2023 01:00 PM,October-14-2023 03:00 PM,https://www.redfin.com/CA/Novato/1822-Virginia-Ave-94945/home/1160404,San Francisco MLS,323915071,N,Y,38.1109313,-122.5837345
MLS Listing,,Single Family Residential,69 Monte Mar Dr,Sausalito,CA,94965,5998000,4,3.5,Sausalito,3539,23183,1946,10,1695,,Active,,,https://www.redfin.com/CA/Sausalito/69-Monte-Mar-Dr-94965/home/1324631,BAREIS,323907913,N,Y,37.8554757,-122.4910687
MLS Listing,,Single Family Residential,102 Hickory Rd,Fairfax,CA,94930,1439000,4,3.0,Cascades,1756,9866,1962,11,819,,Active,October-12-2023 10:30 AM,October-12-2023 02:00 PM,https://www.redfin.com/CA/Fairfax/102-Hickory-Rd-94930/home/539677,BAREIS,323913745,N,Y,37.9821423,-122.5974661
MLS Listing,,Single Family Residential,306 Marin Ave,Mill Valley,CA,94941,989000,3,1.0,Mill Valley,1006,6599,1952,12,983,,Active,,,https://www.redfin.com/CA/Mill-Valley/306-Marin-Ave-94941/home/1061666,San Francisco MLS,323913387,N,Y,37.8768145,-122.5283437
MLS Listing,,Single Family Residential,21 North St,Dillon Beach,CA,94929,795000,1,1.0,TOWN SQUARE,489,1751,1928,12,1626,,Active,,,https://www.redfin.com/CA/Dillon-Beach/21-North-St-94929/home/1043979,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040622,N,Y,38.2510803,-122.9650475
MLS Listing,,Vacant Land,125 Oak Rd,Bolinas,CA,94924,135000,,,Bolinas,,12001,,12,,,Active,,,https://www.redfin.com/CA/Bolinas/125-Oak-Rd-94924/home/186399065,BAREIS,323914754,N,Y,37.8970739,-122.7045913
MLS Listing,,Single Family Residential,10 Brookside Ct,San Anselmo,CA,94960,1698000,3,2.5,San Anselmo,1772,18200,1951,12,958,,Active,,,https://www.redfin.com/CA/San-Anselmo/10-Brookside-Ct-94960/home/1179762,BAREIS,323914687,N,Y,37.9870698,-122.5715415
MLS Listing,,Vacant Land,122 Pine Rd,Bolinas,CA,94924,45000,,,Bolinas,,3999,,12,,,Active,,,https://www.redfin.com/CA/Bolinas/122-Pine-Rd-94924/home/187759907,BAREIS,323914721,N,Y,37.8962978,-122.7048849
MLS Listing,,Condo/Co-op,677 S Eliseo Dr,Greenbrae,CA,94904,1399000,3,2.5,Greenbrae,1829,,1971,12,765,750,Active,,,https://www.redfin.com/CA/Greenbrae/677-S-Eliseo-Dr-94904/home/1079318,BAREIS,323911018,N,Y,37.9447897,-122.5304426
MLS Listing,,Single Family Residential,6 Las Palmas Way,Tiburon,CA,94920,3250000,3,3.0,Tiburon,2068,7919,1953,12,1572,,Active,,,https://www.redfin.com/CA/Tiburon/6-Las-Palmas-Way-94920/home/995888,BAREIS,323914280,N,Y,37.8850977,-122.4727535
MLS Listing,,Single Family Residential,94 Longfellow Rd,Mill Valley,CA,94941,1750000,3,3.0,Mill Valley,2223,7601,1957,12,787,,Active,,,https://www.redfin.com/CA/Mill-Valley/94-Longfellow-Rd-94941/home/585412,San Francisco MLS,323912835,N,Y,37.9004758,-122.5241695
MLS Listing,,Single Family Residential,60 Hillside Ave,San Anselmo,CA,94960,1915000,4,2.0,,1951,12600,1978,12,982,,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/San-Anselmo/60-Hillside-Ave-94960/home/1266097,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040570,N,Y,37.9759882,-122.5705695
MLS Listing,,Single Family Residential,259 C St,San Rafael,CA,94901,1299000,4,2.0,San Rafael,2324,4800,1925,12,559,,Active,,,https://www.redfin.com/CA/San-Rafael/259-C-St-94901/home/971019,BAREIS,323910019,N,Y,37.9656766,-122.5324789
MLS Listing,,Single Family Residential,20 Palomino Cir,Novato,CA,94947,2395000,4,5.0,Novato,5145,28520,1984,12,466,174,Active,,,https://www.redfin.com/CA/Novato/20-Palomino-Cir-94947/home/1121886,BAREIS,323914357,N,Y,38.1005829,-122.6219388
MLS Listing,,Townhouse,3 Chapparal Ct,Novato,CA,94949,1160000,4,2.5,Novato,2285,2500,1974,12,508,720,Active,October-15-2023 01:30 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Novato/3-Chapparal-Ct-94949/home/913226,BAREIS,323914609,N,Y,38.048142,-122.5429419
MLS Listing,,Single Family Residential,75 Crescent Ave,Sausalito,CA,94965,1695000,2,2.0,Sausalito,1024,5475,1961,12,1655,,Active,,,https://www.redfin.com/CA/Sausalito/75-Crescent-Ave-94965/home/866712,BAREIS,323914442,N,Y,37.8489983,-122.4864033
MLS Listing,,Single Family Residential,277 San Marin Dr,Novato,CA,94945,1245000,3,2.0,Novato,1708,7562,1974,12,729,,Active,,,https://www.redfin.com/CA/Novato/277-San-Marin-Dr-94945/home/1085509,BAREIS,323914356,N,Y,38.1230323,-122.5970781
MLS Listing,,Townhouse,16 Woodoaks Dr,San Rafael,CA,94903,876000,3,2.5,San Rafael,1568,4356,1974,12,559,630,Active,October-15-2023 02:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/San-Rafael/16-Woodoaks-Dr-94903/home/1149261,BAREIS,323914418,N,Y,38.002549,-122.521385
MLS Listing,,Single Family Residential,163 Golden Hind Psge,Corte Madera,CA,94925,1700000,3,2.0,Corte Madera,2375,7200,1959,12,716,,Active,,,https://www.redfin.com/CA/Corte-Madera/163-Golden-Hind-Psge-94925/home/1366234,BAREIS,323900080,N,Y,37.9231967,-122.502487
MLS Listing,,Single Family Residential,100 Upper Briar Rd,Kentfield,CA,94904,3495000,4,4.0,Kentfield,2892,9500,1949,13,1209,,Active,,,https://www.redfin.com/CA/Kentfield/100-Upper-Briar-Rd-94904/home/635628,BAREIS,323914042,N,Y,37.943461,-122.5497805
MLS Listing,,Multi-Family (2-4 Unit),844 - 846 Meadowsweet Dr,Corte Madera,CA,94925,1195000,2,2.0,Corte Madera,1239,8833,1941,13,964,,Active,,,https://www.redfin.com/CA/Corte-Madera/844-Meadowsweet-Dr-94925/home/1401416,BAREIS,323911922,N,Y,37.9221737,-122.5134283
MLS Listing,,Single Family Residential,304 Riviera Cir,Larkspur,CA,94939,4995000,6,6.0,Larkspur Marina,6572,12001,1969,13,760,58,Active,,,https://www.redfin.com/CA/Larkspur/304-Riviera-Cir-94939/home/1111104,BAREIS,323913266,N,Y,37.9412056,-122.5220062
MLS Listing,,Single Family Residential,22 Kehoe Way,Inverness,CA,94937,2695000,2,2.0,Inverness,1401,32025,,13,1924,,Active,,,https://www.redfin.com/CA/Inverness/22-Kehoe-Way-94937/home/886934,BAREIS,323912803,N,Y,38.1068092,-122.865889
MLS Listing,,Single Family Residential,16 Estrada Ln,Corte Madera,CA,94925,2250000,6,4.0,Corte Madera,2298,6900,1957,13,979,,Active,October-15-2023 02:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Corte-Madera/16-Estrada-Ln-94925/home/995485,BAREIS,323909674,N,Y,37.9185385,-122.5069299
MLS Listing,,Single Family Residential,17 Moncada Way,San Rafael,CA,94901,6995000,8,7.0,San Rafael,6834,43560,1952,14,1024,,Active,,,https://www.redfin.com/CA/San-Rafael/17-Moncada-Way-94901/home/804734,BAREIS,323910461,N,Y,37.9759933,-122.4987512
MLS Listing,,Single Family Residential,52 Martling Rd,San Anselmo,CA,94960,3750000,4,3.5,San Anselmo,3382,22002,1996,14,1109,,Active,,,https://www.redfin.com/CA/San-Anselmo/52-Martling-Rd-94960/home/1054582,BAREIS,323913994,N,Y,38.0090384,-122.5797145
MLS Listing,,Vacant Land,4 Pine Hill Dr,Inverness,CA,94937,2400000,,,Inverness,,47219,,14,,,Active,,,https://www.redfin.com/CA/Inverness/4-Pine-Hill-Dr-94937/home/187696455,BAREIS,323914152,N,Y,38.1091471,-122.865889
MLS Listing,,Condo/Co-op,52 Red Hill Cir,Tiburon,CA,94920,2195000,3,3.0,Tiburon,2724,701,1990,14,806,916,Active,October-15-2023 02:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Tiburon/52-Red-Hill-Cir-94920/home/615172,BAREIS,323910526,N,Y,37.8802448,-122.462337
MLS Listing,,Vacant Land,43 Marinita Ave,San Rafael,CA,94901,699000,,,San Rafael,,9392,,14,,,Active,,,https://www.redfin.com/CA/San-Rafael/43-Marinita-Ave-94901/home/178974096,BAREIS,323912731,N,Y,37.9755361,-122.5166529
MLS Listing,,Condo/Co-op,600 Deer Valley Rd Unit 2H,San Rafael,CA,94903,375000,1,1.0,Smith Ranch Homes,772,772,1991,14,486,2605,Active,,,https://www.redfin.com/CA/San-Rafael/600-Deer-Valley-Rd-94903/unit-2H/home/674659,BAREIS,323900834,N,Y,38.0253338,-122.5334843
MLS Listing,,Single Family Residential,115 Marina Blvd,San Rafael,CA,94901,1850000,4,4.0,San Rafael,2708,38943,1948,14,683,,Active,,,https://www.redfin.com/CA/San-Rafael/115-Marina-Blvd-94901/home/560665,BAREIS,323907324,N,Y,37.9718031,-122.5053938
MLS Listing,,Townhouse,1425 Casa Buena Dr #115,Corte Madera,CA,94925,1599000,3,2.5,Corte Madera,2100,1006,2019,14,761,527,Active,October-11-2023 11:00 AM,October-11-2023 03:00 PM,https://www.redfin.com/CA/Corte-Madera/1425-Casa-Buena-Dr-94925/unit-115/home/146804767,BAREIS,323910278,N,Y,37.9165733,-122.5123895
MLS Listing,,Single Family Residential,12884 Sir Francis Drake Blvd,Inverness,CA,94937,2950000,2,1.0,Inverness,,11600,1946,14,,,Active,,,https://www.redfin.com/CA/Inverness/12884-Sir-Francis-Drake-Blvd-94937/home/638034,BAREIS,323913305,N,Y,38.1047088,-122.8599858
MLS Listing,,Single Family Residential,9 Cermenho Ct,San Rafael,CA,94903,1890000,4,2.0,San Rafael,1827,8250,1960,14,1034,,Active,October-14-2023 02:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/San-Rafael/9-Cermenho-Ct-94903/home/868496,BAREIS,323913574,N,Y,37.9992891,-122.5498689
MLS Listing,,Single Family Residential,582 Fernando Dr,Novato,CA,94945,995000,5,3.0,Novato,1832,5998,1952,14,543,,Active,,,https://www.redfin.com/CA/Novato/582-Fernando-Dr-94945/home/1200012,BAREIS,323912379,N,Y,38.1016444,-122.5577122
MLS Listing,,Mobile/Manufactured Home,604 El Arroyo Pl,Novato,CA,94949,525000,3,2.0,Los Robles Mobile Home Park,1264,,2023,14,415,,Active,,,https://www.redfin.com/CA/Novato/604-El-Arroyo-Pl-94949/home/187678347,BAREIS,323913544,N,Y,38.0655234,-122.5331418
MLS Listing,,Single Family Residential,605 Plum St,Novato,CA,94945,899000,3,2.0,Novato,1249,9718,1954,15,720,,Active,,,https://www.redfin.com/CA/Novato/605-Plum-St-94945/home/1358903,BAREIS,323913838,N,Y,38.1096777,-122.5544865
MLS Listing,,Multi-Family (5+ Unit),36 Harbor Oak Dr,Tiburon,CA,94920,4200000,6,3.0,Tiburon,6552,25949,1970,15,641,76,Active,,,https://www.redfin.com/CA/Tiburon/36-Harbor-Oak-Dr-94920/home/1283127,BAREIS,323913253,N,Y,37.8793154,-122.4599074
MLS Listing,,Single Family Residential,169 Bolsa Ave,Mill Valley,CA,94941,3750000,4,3.5,Mill Valley,3469,6250,1987,15,1081,,Active,,,https://www.redfin.com/CA/Mill-Valley/169-Bolsa-Ave-94941/home/938800,BAREIS,323912042,N,Y,37.9098802,-122.5433821
MLS Listing,,Single Family Residential,478 Live Oak Dr,Mill Valley,CA,94941,2950000,4,2.5,Mill Valley,3298,65993,1984,16,894,,Active,,,https://www.redfin.com/CA/Mill-Valley/478-Live-Oak-Dr-94941/home/920325,BAREIS,323911618,N,Y,37.8763002,-122.5386441
MLS Listing,,Multi-Family (5+ Unit),12 Woodland Ave,San Rafael,CA,94901,1495000,0,2.0,San Rafael,2656,9091,1963,16,563,,Active,,,https://www.redfin.com/CA/San-Rafael/12-Woodland-Ave-94901/home/729165,San Francisco MLS,323913563,N,Y,37.9608266,-122.5132515
MLS Listing,,Multi-Family (2-4 Unit),41 Cypress Rd,Point Reyes Station,CA,94956,6475000,4,4.5,Point Reyes Station,,65776,2007,16,,,Active,,,https://www.redfin.com/CA/Point-Reyes-Station/41-Cypress-Rd-94956/home/642811,BAREIS,323913333,N,Y,38.0804661,-122.8145983
MLS Listing,,Single Family Residential,37 Mendocino Ln,Novato,CA,94947,1450888,6,4.0,Novato,3040,13599,1962,16,477,,Active,,,https://www.redfin.com/CA/Novato/37-Mendocino-Ln-94947/home/1283683,MetroList,323912873,N,Y,38.1141261,-122.6063553
MLS Listing,,Condo/Co-op,24 Village Cir,San Rafael,CA,94903,499000,2,1.0,San Rafael,675,672,1985,16,739,500,Active,,,https://www.redfin.com/CA/San-Rafael/24-Village-Cir-94903/home/1002251,BAREIS,323910066,N,Y,37.9958925,-122.5271362
MLS Listing,,Condo/Co-op,100 Thorndale Dr #332,San Rafael,CA,94903,485000,2,2.0,San Rafael,1580,1437,1985,17,307,,Active,,,https://www.redfin.com/CA/San-Rafael/100-Thorndale-Dr-94903/unit-332/home/143855315,BAREIS,323910425,N,Y,38.0039449,-122.5495595
MLS Listing,,Single Family Residential,131 Kinross Dr,San Rafael,CA,94901,1949000,3,2.0,San Rafael,2100,24002,1958,17,928,15,Active,,,https://www.redfin.com/CA/San-Rafael/131-Kinross-Dr-94901/home/562360,BAREIS,323911762,N,Y,37.9775602,-122.492478
MLS Listing,,Single Family Residential,30 Cove Rd,Belvedere,CA,94920,5995000,2,2.0,Lagoon,2372,8002,1950,18,2527,125,Active,,,https://www.redfin.com/CA/Belvedere/30-Cove-Rd-94920/home/1398692,BAREIS,323913169,N,Y,37.8759888,-122.4621601
MLS Listing,,Single Family Residential,711 Montecillo Rd,San Rafael,CA,94903,1849000,4,2.0,San Rafael,2221,8638,1956,18,833,,Active,,,https://www.redfin.com/CA/San-Rafael/711-Montecillo-Rd-94903/home/1280432,BAREIS,323910657,N,Y,38.012831,-122.5638318
MLS Listing,,Single Family Residential,5 Trestle Glen Cir,Tiburon,CA,94920,10777000,5,6.5,Tiburon,6880,192596,2023,19,1566,,Active,,,https://www.redfin.com/CA/Tiburon/5-Trestle-Glen-Ter-94920/home/168644466,BAREIS,323912860,N,Y,37.89893,-122.486176
MLS Listing,,Single Family Residential,13 Walla Vis,Stinson Beach,CA,94970,7695000,3,2.0,Not Listed,1688,7500,1980,19,4559,,Active,,,https://www.redfin.com/CA/Stinson-Beach/13-Walla-Vis-94970/home/834234,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040004,N,Y,37.90311,-122.6529335
MLS Listing,,Condo/Co-op,1 Sailmaker Ct,San Rafael,CA,94903,579000,2,1.0,Captains Cove,987,1259,1984,19,587,470,Active,,,https://www.redfin.com/CA/San-Rafael/1-Sailmaker-Ct-94903/home/674124,BAREIS,323912262,N,Y,38.0181614,-122.5285937
MLS Listing,,Single Family Residential,11240 Sir Francis Drake Blvd,Point Reyes Station,CA,94956,1128000,2,2.0,Point Reyes Station,880,40001,1956,19,1282,,Active,October-14-2023 12:00 PM,October-14-2023 01:00 PM,https://www.redfin.com/CA/Point-Reyes-Station/11240-Sir-Francis-Drake-Blvd-94956/home/187642874,BAREIS,323912913,N,Y,38.0648882,-122.8080308
MLS Listing,,Townhouse,10 Drakes View Cir,Greenbrae,CA,94904,1699000,2,2.5,Greenbrae,1886,2039,1986,19,901,615,Active,,,https://www.redfin.com/CA/Greenbrae/10-Drakes-View-Cir-94904/home/1323621,BAREIS,323912240,N,Y,37.9440903,-122.5204566
MLS Listing,,Single Family Residential,36 Grande Vis,Novato,CA,94947,925000,3,1.5,Novato,1172,7471,1954,19,789,,Active,October-11-2023 10:30 AM,October-11-2023 12:30 PM,https://www.redfin.com/CA/Novato/36-Grande-Vis-94947/home/1328843,BAREIS,323911824,N,Y,38.1114948,-122.5957485
MLS Listing,,Townhouse,89 Gable Ct,San Rafael,CA,94903,1055000,3,2.5,San Rafael,1904,1904,1996,19,554,740,Active,,,https://www.redfin.com/CA/San-Rafael/89-Gable-Ct-94903/home/1222881,BAREIS,323909971,N,Y,38.0042373,-122.5349769
MLS Listing,,Single Family Residential,33 Portola Ave,Inverness,CA,94937,1100000,2,1.5,Inverness,1002,7501,1982,19,1098,,Active,October-15-2023 01:00 PM,October-15-2023 03:00 PM,https://www.redfin.com/CA/Inverness/33-Portola-Ave-94937/home/1442538,BAREIS,323911572,N,Y,38.065261,-122.823498
MLS Listing,,Single Family Residential,576 Wakerobin Ln,San Rafael,CA,94903,1500000,3,2.0,San Rafael,1392,6599,1954,20,1078,,Active,October-15-2023 02:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/San-Rafael/576-Wakerobin-Ln-94903/home/706531,BAREIS,323910311,N,Y,38.0142762,-122.5570858
MLS Listing,,Single Family Residential,368 School Rd,Novato,CA,94945,1700000,3,3.5,Novato,2800,149406,1972,20,607,,Active,,,https://www.redfin.com/CA/Novato/368-School-Rd-94945/home/1010579,BAREIS,323900075,N,Y,38.1149178,-122.5273578
MLS Listing,,Townhouse,14 Cama Ln,Novato,CA,94947,899000,3,2.5,Novato,1550,1938,1979,20,580,529,Active,,,https://www.redfin.com/CA/Novato/14-Cama-Ln-94947/home/796728,BAREIS,323910992,N,Y,38.0793163,-122.557352
MLS Listing,,Condo/Co-op,138 Pelican Ln,Novato,CA,94949,775000,2,2.5,Novato,1674,1677,1990,20,463,670,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Novato/138-Pelican-Ln-94949/home/1054218,BAREIS,323911998,N,Y,38.0448257,-122.5386563
MLS Listing,,Single Family Residential,265 Woodland Ave,San Rafael,CA,94901,1395000,4,3.0,,2049,8400,1905,20,681,,Active,,,https://www.redfin.com/CA/San-Rafael/265-Woodland-Ave-94901/home/804581,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039787,N,Y,37.9648336,-122.5271864
MLS Listing,,Single Family Residential,50 Deer Park Ave,San Rafael,CA,94901,3295000,5,4.5,San Rafael,3564,10359,1958,20,925,,Active,,,https://www.redfin.com/CA/San-Rafael/50-Deer-Park-Ave-94901/home/559618,BAREIS,323906409,N,Y,37.9766787,-122.5108746
MLS Listing,,Condo/Co-op,76 Livingston Ct,Novato,CA,94949,490000,2,1.0,Novato,672,671,1942,21,729,485,Active,,,https://www.redfin.com/CA/Novato/76-Livingston-Ct-94949/home/1363708,BAREIS,323910277,N,Y,38.0578729,-122.5300922
MLS Listing,,Single Family Residential,9 Laurelwood Dr,Novato,CA,94949,1549000,4,3.0,Novato,2554,9866,2004,22,606,33,Active,,,https://www.redfin.com/CA/Novato/9-Laurelwood-Dr-94949/home/733513,BAREIS,323911921,N,Y,38.0694485,-122.5533355
MLS Listing,,Mobile/Manufactured Home,814 Las Palmas Ave,Novato,CA,94949,475000,3,2.0,Los Robles,1742,257,2012,22,273,,Active,,,https://www.redfin.com/CA/Novato/814-Las-Palmas-Ave-94949/home/49787821,BAREIS,323911797,N,Y,38.0641905,-122.5323021
MLS Listing,,Condo/Co-op,400 Deer Valley Rd Unit 3J,San Rafael,CA,94903,365000,1,1.0,San Rafael,772,771,1991,22,473,2605,Active,,,https://www.redfin.com/CA/San-Rafael/400-Deer-Valley-Rd-94903/unit-3J/home/676660,BAREIS,323911887,N,Y,38.023886,-122.534528
MLS Listing,,Single Family Residential,33 Locust Ave,Larkspur,CA,94939,3295000,4,2.5,Larkspur,3074,6499,2008,22,1072,,Active,October-15-2023 02:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Larkspur/33-Locust-Ave-94939/home/736116,BAREIS,323910120,N,Y,37.9355748,-122.5370421
MLS Listing,,Single Family Residential,21 Eye St,San Rafael,CA,94901,3295000,5,4.0,San Rafael,3192,10097,2014,22,1032,,Active,,,https://www.redfin.com/CA/San-Rafael/21-Eye-St-94901/home/747148,BAREIS,323904714,N,Y,37.9775873,-122.5402572
MLS Listing,,Single Family Residential,388 Hillside Ave,Mill Valley,CA,94941,3495000,5,5.0,Mill Valley,3555,24080,1942,22,983,,Active,,,https://www.redfin.com/CA/Mill-Valley/388-Hillside-Ave-94941/home/1255586,BAREIS,323909385,N,Y,37.9112516,-122.5433507
MLS Listing,,Condo/Co-op,100 Thorndale Dr #244,San Rafael,CA,94903,265000,2,1.5,San Rafael,1096,1080,1985,22,242,4927,Active,,,https://www.redfin.com/CA/San-Rafael/100-Thorndale-Dr-94903/unit-244/home/1400109,BAREIS,323911804,N,Y,38.0039449,-122.5495595
MLS Listing,,Single Family Residential,987 W Californnia Ave,Mill Valley,CA,94941,3395000,4,3.5,Mill Valley,3962,11855,1990,23,857,,Active,October-11-2023 11:00 AM,October-11-2023 01:00 PM,https://www.redfin.com/CA/Mill-Valley/987-W-California-Ave-94941/home/11282534,BAREIS,323911431,N,Y,37.8885051,-122.539528
MLS Listing,,Single Family Residential,181 San Carlos Way,Novato,CA,94945,1239000,4,2.0,San Marin,1521,7501,1963,23,815,,Active,,,https://www.redfin.com/CA/Novato/181-San-Carlos-Way-94945/home/647204,BAREIS,323911464,N,Y,38.1181845,-122.5995317
MLS Listing,,Condo/Co-op,621 Rockview Rd,Novato,CA,94949,993020,4,3.5,Ascend,1737,,,23,572,232,Active,October-14-2023 11:00 AM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Novato/621-Rockview-Rd-94949/home/180690828,BAREIS,323911672,N,Y,38.059873,-122.529684
MLS Listing,,Single Family Residential,150 Chapel Dr,Mill Valley,CA,94941,3800000,4,3.5,Mill Valley,4341,26606,1996,23,875,,Active,,,https://www.redfin.com/CA/Mill-Valley/150-Chapel-Dr-94941/home/1341127,BAREIS,323911360,N,Y,37.8854728,-122.5082799
MLS Listing,,Single Family Residential,2 Shanley Ln,Ross,CA,94957,4995000,4,3.5,Ross,2747,11692,1940,23,1818,,Active,,,https://www.redfin.com/CA/Ross/2-Shanley-Ln-94957/home/1185692,BAREIS,323909875,N,Y,37.9674127,-122.5622191
MLS Listing,,Single Family Residential,220 Del Casa Dr,Mill Valley,CA,94941,3595000,6,5.5,Mill Valley,4158,21536,1933,25,865,,Active,October-14-2023 02:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Mill-Valley/220-Del-Casa-Dr-94941/home/1357491,BAREIS,323904675,N,Y,37.9081787,-122.5354621
MLS Listing,,Single Family Residential,197 Corte Madera Ave,Mill Valley,CA,94941,11200000,6,5.5,Mill Valley,5100,33630,2023,25,2196,,Active,,,https://www.redfin.com/CA/Mill-Valley/197-Corte-Madera-Ave-94941/home/582815,BAREIS,323907002,N,Y,37.9120689,-122.5521667
MLS Listing,,Townhouse,22 Alyssum Ct,Novato,CA,94945,629000,2,1.5,San Marin Valley,1328,1028,1979,26,474,700,Active,,,https://www.redfin.com/CA/Novato/22-Alyssum-Ct-94945/home/645910,BAREIS,323911250,N,Y,38.1172302,-122.5704638
MLS Listing,,Condo/Co-op,6030 Shelter Bay Ave,Mill Valley,CA,94941,1995000,3,2.5,Mill Valley,2071,348,1986,26,963,1122,Active,,,https://www.redfin.com/CA/Mill-Valley/6030-Shelter-Bay-Ave-94941/home/1215853,BAREIS,323910008,N,Y,37.8913673,-122.5206887
MLS Listing,,Single Family Residential,32 Owl Ridge Ct,Novato,CA,94945,2149000,4,3.5,Renaissance at Stonetree,4777,22372,2003,26,450,265,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Novato/32-Owl-Ridge-Ct-94945/home/1175402,BAREIS,323910942,N,Y,38.1013766,-122.5090298
