SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,640 Forest Ave Unit C,Palo Alto,CA,94301,1328000,2,2.0,PALO ALTO,1154,,1959,1,1151,640,Active,October-14-2023 02:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/640-Forest-Ave-94301/unit-C/home/1574674,MLSListings,ML81944546,N,Y,37.4482905,-122.1546478
MLS Listing,,Single Family Residential,8138 Cinnabar Hills Rd,San Jose,CA,95120,4999000,5,5.0,SAN JOSE,4752,248292,2023,1,1052,,Active,October-12-2023 04:00 PM,October-12-2023 07:00 PM,https://www.redfin.com/CA/San-Jose/8138-Cinnabar-Hills-Rd-95120/home/160969084,MLSListings,ML81944544,N,Y,37.176933,-121.814851
MLS Listing,,Townhouse,1647 Dennis Ave,Milpitas,CA,95035,758000,3,1.5,Milpitas,1146,815,1970,1,661,350,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Milpitas/1647-Dennis-Ave-95035/home/1314415,MetroList,223095668,N,Y,37.44056,-121.8782403
MLS Listing,,Single Family Residential,852 Buchser Way,San Jose,CA,95125,1699950,3,2.0,SAN JOSE,1451,7466,1971,2,1172,,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/852-Buchser-Way-95125/home/839969,MLSListings,ML81944543,N,Y,37.3048939,-121.8904803
MLS Listing,,Single Family Residential,6314 Camino Verde Dr,San Jose,CA,95119,1699888,4,2.5,SAN JOSE,2124,6254,1972,2,800,33,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/6314-Camino-Verde-Dr-95119/home/1380161,MLSListings,ML81944539,N,Y,37.2313207,-121.7985825
MLS Listing,,Single Family Residential,301 Pine Way,Mountain View,CA,94041,1998000,3,3.5,MOUNTAIN VIEW,1748,1566,2014,2,1143,142,Active,,,https://www.redfin.com/CA/Mountain-View/301-Pine-Way-94041/home/95955078,MLSListings,ML81944530,N,Y,37.3917325,-122.0730568
MLS Listing,,Mobile/Manufactured Home,130 Timber Cove Dr #130,Campbell,CA,95008,449000,3,2.0,CAMPBELL,1420,,2019,2,316,,Active,,,https://www.redfin.com/CA/Campbell/130-Timber-Cove-Dr-95008/unit-130/home/187901957,MLSListings,ML81944516,N,Y,37.2758659,-121.9481432
MLS Listing,,Single Family Residential,1433 Glacier Dr,San Jose,CA,95118,1425000,3,2.0,SAN JOSE,1359,6195,1965,2,1049,,Active,,,https://www.redfin.com/CA/San-Jose/1433-Glacier-Dr-95118/home/997928,MLSListings,ML81942037,N,Y,37.2630887,-121.8899106
MLS Listing,,Townhouse,202 Malley Way,Campbell,CA,95008,1725000,4,3.5,CAMPBELL,2166,1470,2018,2,796,386,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Campbell/202-Malley-Way-95008/home/160806617,MLSListings,ML81943701,N,Y,37.283126,-121.9438898
MLS Listing,,Single Family Residential,5645 Rotterdam Ln,San Jose,CA,95118,1399000,3,2.0,SAN JOSE,1189,6010,1960,2,1177,,Active,October-11-2023 04:00 PM,October-11-2023 06:00 PM,https://www.redfin.com/CA/San-Jose/5645-Rotterdam-Ln-95118/home/1454812,MLSListings,ML81943691,N,Y,37.2401405,-121.8905247
MLS Listing,,Single Family Residential,1118 Pecos Way,Sunnyvale,CA,94089,1298000,3,2.0,SUNNYVALE,1108,6062,1958,2,1171,,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Sunnyvale/1118-Pecos-Way-94089/home/583118,MLSListings,ML81944508,N,Y,37.3978896,-121.9943403
MLS Listing,,Single Family Residential,1008 S Monroe St,San Jose,CA,95128,1936000,4,3.0,SAN JOSE,1884,8262,1954,2,1028,,Active,October-13-2023 03:00 PM,October-13-2023 06:00 PM,https://www.redfin.com/CA/San-Jose/1008-S-Monroe-St-95128/home/1514789,MLSListings,ML81944505,N,Y,37.3089388,-121.9431781
MLS Listing,,Single Family Residential,1030 Drexel Way,San Jose,CA,95121,1095000,3,2.0,SAN JOSE,1452,6661,1967,2,754,,Active,,,https://www.redfin.com/CA/San-Jose/1030-Drexel-Way-95121/home/1665826,MLSListings,ML81944501,N,Y,37.306207,-121.8319966
MLS Listing,,Single Family Residential,1621 Avenida De Los Padres,Morgan Hill,CA,95037,2294000,4,3.5,MORGAN HILL,3577,9391,2007,2,641,77,Active,,,https://www.redfin.com/CA/Morgan-Hill/1621-Avenida-de-los-Padres-95037/home/17291660,MLSListings,ML81939235,N,Y,37.1567371,-121.6404091
MLS Listing,,Single Family Residential,1579 Wakefield Ter,Los Altos,CA,94024,3150000,3,2.5,LOS ALTOS,2059,10044,1957,2,1530,,Active,October-13-2023 09:30 AM,October-13-2023 12:00 PM,https://www.redfin.com/CA/Los-Altos/1579-Wakefield-Ter-94024/home/743146,MLSListings,ML81944498,N,Y,37.3529134,-122.0692521
MLS Listing,,Townhouse,2391 Niemeyer Ct,San Jose,CA,95132,799000,3,1.5,SAN JOSE,1180,967,1977,2,677,200,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/2391-Niemeyer-Ct-95132/home/1214000,MLSListings,ML81944495,N,Y,37.3908341,-121.8655797
MLS Listing,,Condo/Co-op,425 1st St #23,Los Altos,CA,94022,2399000,1,2.0,LOS ALTOS,1336,,2023,2,1796,545,Active,,,https://www.redfin.com/CA/Los-Altos/425-1st-St-94022/unit-23/home/187896111,MLSListings,ML81944494,N,Y,37.3752705,-122.1154079
MLS Listing,,Mobile/Manufactured Home,1111 Morse Ave #148,Sunnyvale,CA,94089,399999,3,2.0,SUNNYVALE,1952,,2007,2,205,,Active,,,https://www.redfin.com/CA/Sunnyvale/1111-Morse-Ave-94089/unit-148/home/17290867,MLSListings,ML81944490,N,Y,37.4020179,-122.0162375
MLS Listing,,Single Family Residential,1210 Shady Dale Ave,Campbell,CA,95008,2148000,3,2.0,CAMPBELL,1506,10398,1956,2,1426,,Active,October-12-2023 05:00 PM,October-12-2023 07:00 PM,https://www.redfin.com/CA/Campbell/1210-Shady-Dale-Ave-95008/home/1437090,MLSListings,ML81939734,N,Y,37.2837834,-121.927867
MLS Listing,,Condo/Co-op,1105 Reed Ave Unit C,Sunnyvale,CA,94086,748800,2,1.0,SUNNYVALE,917,,1972,2,817,510,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Sunnyvale/1105-Reed-Ave-94086/unit-C/home/1763937,MLSListings,ML81944483,N,Y,37.3674362,-121.9994264
MLS Listing,,Townhouse,187 Shelley Ave,Campbell,CA,95008,1088000,2,2.5,,1280,640,1981,2,850,399,Active,October-11-2023 11:00 AM,October-11-2023 01:30 PM,https://www.redfin.com/CA/Campbell/187-Shelley-Ave-95008/home/927599,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040124,N,Y,37.2642677,-121.9457961
MLS Listing,,Single Family Residential,6371 Almaden Rd,San Jose,CA,95120,2388888,5,4.0,SAN JOSE,2009,11310,1976,2,1189,,Active,October-11-2023 09:30 AM,October-11-2023 12:00 PM,https://www.redfin.com/CA/San-Jose/6371-Almaden-Rd-95120/home/930025,MLSListings,ML81936772,N,Y,37.2234905,-121.8655636
MLS Listing,,Single Family Residential,62 Pennsylvania Ave,Los Gatos,CA,95030,2850000,2,2.0,LOS GATOS,2083,4486,1967,2,1368,,Active,October-11-2023 09:30 AM,October-11-2023 12:30 PM,https://www.redfin.com/CA/Los-Gatos/62-Pennsylvania-Ave-95030/home/1329779,MLSListings,ML81943294,N,Y,37.2253613,-121.9885225
MLS Listing,,Townhouse,128 Altura Vis,Los Gatos,CA,95032,1598000,3,2.0,LOS GATOS,1440,2002,1975,2,1110,872,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/128-Altura-Vista-95032/home/1384420,MLSListings,ML81944030,N,Y,37.2599453,-121.9904011
MLS Listing,,Townhouse,18008 Navarra Ln,Morgan Hill,CA,95037,988000,4,3.5,MORGAN HILL,2086,1040,2017,2,474,361,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Morgan-Hill/18008-Navarra-Ln-95037/home/167551243,MLSListings,ML81944470,N,Y,37.13736,-121.6596718
MLS Listing,,Single Family Residential,3887 La Selva Dr,Palo Alto,CA,94306,3088888,4,3.0,PALO ALTO,2132,5545,1975,2,1449,,Active,October-14-2023 01:30 PM,October-14-2023 04:30 PM,https://www.redfin.com/CA/Palo-Alto/3887-La-Selva-Dr-94306/home/605711,MLSListings,ML81944462,N,Y,37.4163052,-122.1305818
MLS Listing,,Condo/Co-op,906 La Barbera Dr,San Jose,CA,95126,660000,1,1.0,SAN JOSE,808,,1985,2,817,390,Active,October-11-2023 10:00 AM,October-11-2023 12:30 PM,https://www.redfin.com/CA/San-Jose/906-La-Barbera-Dr-95126/home/1497550,MLSListings,ML81944456,N,Y,37.3089099,-121.9189265
MLS Listing,,Single Family Residential,18720 HARLEIGH Dr,Saratoga,CA,95070,2598000,3,2.0,SARATOGA,1710,7934,1958,2,1519,,Active,,,https://www.redfin.com/CA/Saratoga/18720-Harleigh-Dr-95070/home/1251182,MLSListings,ML81943654,N,Y,37.269254,-121.9981893
MLS Listing,,Condo/Co-op,2177 Alum Rock Ave #211,San Jose,CA,95116,699999,2,2.0,SJOS - San Jose,1142,1689,2005,3,613,488,Active,October-14-2023 09:00 AM,October-14-2023 08:30 PM,https://www.redfin.com/CA/San-Jose/2177-Alum-Rock-Ave-95116/unit-211/home/2125628,CRMLS,PV23187912,N,Y,37.3579181,-121.8463424
MLS Listing,,Condo/Co-op,1049 N Abbott Ave,Milpitas,CA,95035,848888,3,2.0,MILPITAS,1174,,1979,3,723,710,Active,October-14-2023 02:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Milpitas/1049-N-Abbott-Ave-95035/home/657143,MLSListings,ML81943540,N,Y,37.4423522,-121.917002
MLS Listing,,Condo/Co-op,5556 Cribari Cir,San Jose,CA,95135,499000,1,1.0,SAN JOSE,947,,1968,3,527,829,Active,,,https://www.redfin.com/CA/San-Jose/5556-Cribari-Cir-95135/home/962439,MLSListings,ML81944444,N,Y,37.292188,-121.754948
MLS Listing,,Condo/Co-op,38 N Almaden Blvd #1916,San Jose,CA,95110,758888,1,1.0,SAN JOSE,953,,2008,3,796,562,Active,October-13-2023 05:30 PM,October-13-2023 07:00 PM,https://www.redfin.com/CA/San-Jose/38-N-Almaden-Blvd-95110/unit-1916/home/17288497,MLSListings,ML81944437,N,Y,37.3348687,-121.8957681
MLS Listing,,Single Family Residential,1275 Magnolia Ave,San Jose,CA,95126,1399000,2,2.0,SAN JOSE,1194,5196,1915,3,1172,,Active,,,https://www.redfin.com/CA/San-Jose/1275-Magnolia-Ave-95126/home/1075362,MLSListings,ML81944435,N,Y,37.3322786,-121.9182214
MLS Listing,,Single Family Residential,2740 Gilham Way,San Jose,CA,95148,1459888,4,2.5,SAN JOSE,2199,4792,2004,3,664,,Active,,,https://www.redfin.com/CA/San-Jose/2740-Gilham-Way-95148/home/1190599,MLSListings,ML81944388,N,Y,37.3268363,-121.8006295
MLS Listing,,Single Family Residential,692 Jennings Dr,San Jose,CA,95111,1099000,5,4.0,SAN JOSE,1992,6203,1976,3,552,,Active,,,https://www.redfin.com/CA/San-Jose/692-Jennings-Dr-95111/home/897645,MLSListings,ML81943371,N,Y,37.2915032,-121.8273254
MLS Listing,,Single Family Residential,541 W 10th St,Gilroy,CA,95020,818000,3,2.0,Not Listed,1080,7038,1959,3,757,,Active,,,https://www.redfin.com/CA/Gilroy/541-W-10th-St-95020/home/1325770,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41041393,N,Y,36.9985951,-121.5724762
MLS Listing,,Single Family Residential,17481 Holiday Dr,Morgan Hill,CA,95037,1150000,4,2.0,MORGAN HILL,2472,21140,1977,3,465,88,Active,,,https://www.redfin.com/CA/Morgan-Hill/17481-Holiday-Dr-95037/home/1750194,MLSListings,ML81944423,N,Y,37.1548022,-121.6045309
MLS Listing,,Condo/Co-op,2223 Summereve Ct,San Jose,CA,95122,538888,2,1.0,SAN JOSE,953,,1985,3,565,636,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/2223-Summereve-Ct-95122/home/1779854,MLSListings,ML81944419,N,Y,37.318556,-121.84158
MLS Listing,,Vacant Land,35005 Loma Chiquita Rd,Los Gatos,CA,95033,475000,,,LOS GATOS,,858132,,4,,,Active,,,https://www.redfin.com/CA/Los-Gatos/35005-Loma-Chiquita-Rd-95033/home/1635687,MLSListings,ML81944413,N,Y,37.108579,-121.837574
MLS Listing,,Single Family Residential,17897 Mozelle Ct,Los Gatos,CA,95033,995000,2,1.5,LOS GATOS,1229,7962,1930,4,810,115,Active,October-11-2023 11:30 AM,October-11-2023 02:00 PM,https://www.redfin.com/CA/Los-Gatos/17897-Mozelle-Ct-95033/home/930082,MLSListings,ML81943658,N,Y,37.1592771,-121.9815909
MLS Listing,,Single Family Residential,821 E Hedding St,San Jose,CA,95112,849000,2,1.0,SAN JOSE,878,6477,1928,4,967,,Active,,,https://www.redfin.com/CA/San-Jose/821-E-Hedding-St-95112/home/694769,MLSListings,ML81944410,N,Y,37.3615422,-121.8868343
MLS Listing,,Single Family Residential,634 Mohican Dr,San Jose,CA,95123,1650000,5,4.0,SAN JOSE,2427,6172,1963,4,680,,Active,,,https://www.redfin.com/CA/San-Jose/634-Mohican-Dr-95123/home/1651836,MLSListings,ML81944409,N,Y,37.2428508,-121.8367648
MLS Listing,,Townhouse,556 King George Ave,San Jose,CA,95136,1050000,3,3.5,COMMUNICATIONS HILL,1690,1690,2000,4,621,289,Active,,,https://www.redfin.com/CA/San-Jose/556-King-George-Ave-95136/home/1163020,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41041379,N,Y,37.2823769,-121.858813
MLS Listing,,Single Family Residential,1655 W Edmundson Ave,Morgan Hill,CA,95037,2198800,3,3.5,MORGAN HILL,3719,373744,2023,4,591,,Active,,,https://www.redfin.com/CA/Morgan-Hill/1655-W-Edmundson-Ave-95037/home/185972863,MLSListings,ML81944400,N,Y,37.1014521,-121.6684993
MLS Listing,,Single Family Residential,3015 Senter Rd,San Jose,CA,95111,1067888,3,2.0,SAN JOSE,1593,5202,1960,4,670,,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/3015-Senter-Rd-95111/home/1479108,MLSListings,ML81944397,N,Y,37.2957767,-121.8361782
MLS Listing,,Single Family Residential,6117 Cahalan Ave,San Jose,CA,95123,1150000,3,2.0,SAN JOSE,1593,5763,1968,4,722,,Active,,,https://www.redfin.com/CA/San-Jose/6117-Cahalan-Ave-95123/home/1001972,MLSListings,ML81944396,N,Y,37.2382972,-121.8513488
MLS Listing,,Mobile/Manufactured Home,191 E El Camino Real Rd #302,Mountain View,CA,94040,190000,2,1.0,MOUNTAIN VIEW,900,,1974,4,211,,Active,,,https://www.redfin.com/CA/Mountain-View/191-El-Camino-Real-94040/unit-302/home/1379302,MLSListings,ML81944393,N,Y,37.3786032,-122.0690642
MLS Listing,,Mobile/Manufactured Home,144 F QUAIL HOLLOW Dr #144,San Jose,CA,95128,315800,2,2.0,SAN JOSE,1440,,1974,4,219,,Active,,,https://www.redfin.com/CA/San-Jose/144-Quail-Hollow-Dr-95128/unit-144/home/63745148,MLSListings,ML81944389,N,Y,37.2972935,-121.9360091
MLS Listing,,Single Family Residential,1475 Country Club Dr,Los Altos,CA,94024,9500000,4,6.0,LOS ALTOS,4971,30248,2015,4,1911,,Active,,,https://www.redfin.com/CA/Los-Altos/1475-Country-Club-Dr-94024/home/1226659,MLSListings,ML81944307,N,Y,37.3532993,-122.0949731
MLS Listing,,Single Family Residential,2416 Austin Pl,Santa Clara,CA,95050,1498000,3,2.0,Santa Clara,1170,6164,1955,4,1280,,Active,,,https://www.redfin.com/CA/Santa-Clara/2416-Austin-Pl-95050/home/982529,San Francisco MLS,423915187,N,Y,37.3371574,-121.9651077
MLS Listing,,Single Family Residential,22054 Clearwood Ct,Cupertino,CA,95014,2590000,3,2.0,OAKDELL RANCH,1661,8050,1965,4,1559,,Active,,,https://www.redfin.com/CA/Cupertino/22054-Clearwood-Ct-95014/home/1804913,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41041364,N,Y,37.3232929,-122.0606845
MLS Listing,,Single Family Residential,1484 Keoncrest Ave,San Jose,CA,95110,839999,3,1.5,SAN JOSE,1148,5350,1953,4,732,,Active,,,https://www.redfin.com/CA/San-Jose/1484-Keoncrest-Ave-95110/home/1697967,MLSListings,ML81944386,N,Y,37.3628423,-121.9112868
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #48,Sunnyvale,CA,94089,240000,2,2.0,SUNNYVALE,1460,,1972,4,164,,Active,,,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-48/home/187858293,MLSListings,ML81944383,N,Y,37.4015533,-121.9990511
MLS Listing,,Condo/Co-op,1445 Fruitdale Ave #215,San Jose,CA,95128,748800,2,2.0,SAN JOSE,1216,,2009,4,616,41,Active,,,https://www.redfin.com/CA/San-Jose/1445-Fruitdale-Ave-95128/unit-215/home/23048248,MLSListings,ML81944382,N,Y,37.3113172,-121.9162433
MLS Listing,,Single Family Residential,19689 Douglass Ln,Saratoga,CA,95070,6998000,5,4.5,SARATOGA,4699,35022,1973,5,1489,,Active,October-11-2023 09:30 AM,October-11-2023 12:30 PM,https://www.redfin.com/CA/Saratoga/19689-Douglass-Ln-95070/home/1026315,MLSListings,ML81944374,N,Y,37.2597908,-122.0168246
MLS Listing,,Single Family Residential,18470 Sobey Rd,Saratoga,CA,95070,3500000,3,2.0,SARATOGA,1993,45175,1941,5,1756,,Active,October-11-2023 09:30 AM,October-11-2023 12:30 PM,https://www.redfin.com/CA/Saratoga/18470-Sobey-Rd-95070/home/1805753,MLSListings,ML81941343,N,Y,37.2614979,-121.9939183
MLS Listing,,Single Family Residential,18510 Sobey Rd,Saratoga,CA,95070,3500000,4,2.5,SARATOGA,2225,43566,1952,5,1573,,Active,October-11-2023 09:30 AM,October-11-2023 12:30 PM,https://www.redfin.com/CA/Saratoga/18510-Sobey-Rd-95070/home/1791022,MLSListings,ML81941344,N,Y,37.2614247,-121.9944736
MLS Listing,,Single Family Residential,1726 Papyrus Ln,San Jose,CA,95126,1999999,4,2.5,SAN JOSE,1926,3416,2004,5,1038,212,Active,,,https://www.redfin.com/CA/San-Jose/1726-Papyrus-Ln-95126/home/1408318,MLSListings,ML81944365,N,Y,37.3349504,-121.9240889
MLS Listing,,Condo/Co-op,3181 Heather Ridge Dr,San Jose,CA,95136,775000,2,2.0,SAN JOSE,1067,,1989,5,726,585,Active,,,https://www.redfin.com/CA/San-Jose/3181-Heather-Ridge-Dr-95136/home/861438,MLSListings,ML81944359,N,Y,37.2814996,-121.860931
MLS Listing,,Single Family Residential,15555 ON ORBIT Dr,Saratoga,CA,95070,2998000,3,3.0,SARATOGA,3134,78237,1969,5,957,,Active,,,https://www.redfin.com/CA/Saratoga/15555-On-Orbit-Dr-95070/home/1480767,MLSListings,ML81943653,N,Y,37.2396414,-122.0425038
MLS Listing,,Single Family Residential,352 Grandpark Cir,San Jose,CA,95136,1198000,3,2.0,SAN JOSE,1303,5853,1972,5,919,,Active,,,https://www.redfin.com/CA/San-Jose/352-Grandpark-Cir-95136/home/1634050,MLSListings,ML81944354,N,Y,37.2686948,-121.8450747
MLS Listing,,Multi-Family (5+ Unit),1235 Parkington Ave,Sunnyvale,CA,94087,2899000,7,6.0,SUNNYVALE,3780,10200,1957,5,767,,Active,,,https://www.redfin.com/CA/Sunnyvale/1235-Parkington-Ave-94087/home/653674,MLSListings,ML81944350,N,Y,37.3698395,-122.0582005
MLS Listing,,Single Family Residential,795 W Taylor St,San Jose,CA,95126,799000,1,1.0,SAN JOSE,540,3954,1910,5,1480,,Active,,,https://www.redfin.com/CA/San-Jose/795-W-Taylor-St-95126/home/706860,MLSListings,ML81944351,N,Y,37.3399358,-121.9146542
MLS Listing,,Single Family Residential,640 Eagle Springs Ct,Morgan Hill,CA,95037,2888888,5,3.5,MORGAN HILL,4133,20166,1996,5,699,,Active,,,https://www.redfin.com/CA/Morgan-Hill/640-Eagle-Springs-Ct-95037/home/1014792,MLSListings,ML81944349,N,Y,37.1347388,-121.6714869
MLS Listing,,Single Family Residential,3641 Louis Rd,Palo Alto,CA,94303,5680000,4,3.5,PALO ALTO,3253,8700,2017,5,1746,,Active,,,https://www.redfin.com/CA/Palo-Alto/3641-Louis-Rd-94303/home/594978,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040911,N,Y,37.428977,-122.1094177
MLS Listing,,Mobile/Manufactured Home,555 Umbarger Rd #54,San Jose,CA,95111,289900,3,2.0,SAN JOSE,1230,,1999,5,236,,Active,,,https://www.redfin.com/CA/San-Jose/555-Umbarger-Rd-95111/unit-54/home/17495586,MLSListings,ML81944336,N,Y,37.3010619,-121.8442882
MLS Listing,,Single Family Residential,15727 Orange Blossom Ln,Los Gatos,CA,95032,2550000,3,1.5,LOS GATOS,1500,9194,1952,5,1700,,Active,October-14-2023 02:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/15727-Orange-Blossom-Ln-95032/home/717110,MLSListings,ML81944334,N,Y,37.2401073,-121.9565097
MLS Listing,,Condo/Co-op,500 W Middlefield Rd #169,Mountain View,CA,94043,578000,1,1.0,MOUNTAIN VIEW,720,797,1971,5,803,556,Active,,,https://www.redfin.com/CA/Mountain-View/500-W-Middlefield-Rd-94043/unit-169/home/1309332,MLSListings,ML81944327,N,Y,37.4005613,-122.0714561
MLS Listing,,Condo/Co-op,5419 Silver Vista Way,San Jose,CA,95138,1249900,2,2.0,SAN JOSE,1590,,1995,5,786,696,Active,October-14-2023 01:30 PM,October-14-2023 04:30 PM,https://www.redfin.com/CA/San-Jose/5419-Silver-Vista-Way-95138/home/797568,MLSListings,ML81944326,N,Y,37.279434,-121.766636
MLS Listing,,Mobile/Manufactured Home,4271 N First St #117,San Jose,CA,95134,285000,2,2.0,SAN JOSE,1245,,1980,5,229,,Active,,,https://www.redfin.com/CA/San-Jose/4271-N-First-St-95134/unit-117/home/98311375,MLSListings,ML81944318,N,Y,37.4184931,-121.9625417
MLS Listing,,Condo/Co-op,4608 Capay Dr #2,San Jose,CA,95118,655000,2,1.0,SAN JOSE,810,,1970,5,809,379,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/4608-Capay-Dr-95118/unit-2/home/1132031,MLSListings,ML81944314,N,Y,37.2595021,-121.8890323
MLS Listing,,Condo/Co-op,7690 Galloway Dr,San Jose,CA,95135,879900,2,2.0,SAN JOSE,1509,,1989,5,583,1102,Active,,,https://www.redfin.com/CA/San-Jose/7690-Galloway-Dr-95135/home/843886,MLSListings,ML81944312,N,Y,37.2909772,-121.7407055
MLS Listing,,Mobile/Manufactured Home,690 Persian Dr #52,Sunnyvale,CA,94085,489900,3,1.0,SUNNYVALE,1800,,2020,5,272,,Active,,,https://www.redfin.com/CA/Sunnyvale/690-Persian-Dr-94089/unit-52/home/184115636,MLSListings,ML81944311,N,Y,37.404684,-122.0073992
MLS Listing,,Single Family Residential,2464 Cory Ave,San Jose,CA,95128,2300000,3,3.5,SAN JOSE,1858,6225,2023,5,1238,,Active,,,https://www.redfin.com/CA/San-Jose/2464-Cory-Ave-95128/home/1436777,MLSListings,ML81944101,N,Y,37.3316284,-121.9489553
MLS Listing,,Single Family Residential,112 Los Gatos Blvd,Los Gatos,CA,95030,5178000,5,5.0,LOS GATOS,4247,7365,1916,5,1219,,Active,,,https://www.redfin.com/CA/Los-Gatos/112-Los-Gatos-Blvd-95030/home/1735147,MLSListings,ML81944298,N,Y,37.2223205,-121.9718168
MLS Listing,,Condo/Co-op,917 Apricot Ave Unit B,Campbell,CA,95008,625000,1,1.0,CAMPBELL,895,889,1980,5,698,617,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/Campbell/917-Apricot-Ave-95008/unit-B/home/1402626,MLSListings,ML81943732,N,Y,37.2837183,-121.9327783
MLS Listing,,Single Family Residential,16761 Leroy Ave,Los Gatos,CA,95032,2399000,4,3.0,LOS GATOS,1820,10978,1910,5,1318,,Active,,,https://www.redfin.com/CA/Los-Gatos/16761-Leroy-Ave-95032/home/1285318,MLSListings,ML81944278,N,Y,37.2379524,-121.9630121
MLS Listing,,Single Family Residential,525 Wool Dr,Milpitas,CA,95035,1299900,3,3.0,MILPITAS,1550,3900,1987,5,839,,Active,,,https://www.redfin.com/CA/Milpitas/525-Wool-Dr-95035/home/1709187,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41041259,N,Y,37.4415195,-121.8895029
MLS Listing,,Single Family Residential,1425 Saint Francis Dr,San Jose,CA,95125,1998000,4,2.5,SAN JOSE,2234,9150,1953,5,894,,Active,,,https://www.redfin.com/CA/San-Jose/1425-Saint-Francis-Dr-95125/home/1085655,MLSListings,ML81944279,N,Y,37.2999064,-121.9179992
MLS Listing,,Single Family Residential,358 Fernando Ave,Palo Alto,CA,94306,1690000,1,1.0,PALO ALTO,672,2625,1966,5,2515,,Active,October-14-2023 01:30 PM,October-14-2023 04:30 PM,https://www.redfin.com/CA/Palo-Alto/358-Fernando-Ave-94306/home/600756,MLSListings,ML81944277,N,Y,37.4214785,-122.1343195
MLS Listing,,Single Family Residential,2744 Plummer Ave,San Jose,CA,95125,1699000,3,2.0,SAN JOSE,1632,9845,1954,5,1041,,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/2744-Plummer-Ave-95125/home/1260296,MLSListings,ML81944275,N,Y,37.2757469,-121.8940375
MLS Listing,,Single Family Residential,899 E St James St,San Jose,CA,95112,1049000,4,2.0,,1230,3420,1920,5,853,,Active,,,https://www.redfin.com/CA/San-Jose/899-E-Saint-James-St-95112/home/1404059,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41041251,N,Y,37.347729,-121.8750062
MLS Listing,,Single Family Residential,1448 Branham Ln,San Jose,CA,95118,1299000,3,2.0,SAN JOSE,1232,6240,1963,5,1054,,Active,,,https://www.redfin.com/CA/San-Jose/1448-Branham-Ln-95118/home/923894,MLSListings,ML81944271,N,Y,37.2583149,-121.8918759
MLS Listing,,Condo/Co-op,2047 Montecito Ave #11,Mountain View,CA,94043,895000,2,1.5,MOUNTAIN VIEW,1000,526,1964,5,895,574,Active,,,https://www.redfin.com/CA/Mountain-View/2047-Montecito-Ave-94043/unit-11/home/820872,MLSListings,ML81944269,N,Y,37.405676,-122.094529
MLS Listing,,Condo/Co-op,5877 Lake Almanor Dr,San Jose,CA,95123,699000,2,1.0,SAN JOSE,852,,1988,5,820,455,Active,October-14-2023 01:00 PM,October-14-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/5877-Lake-Almanor-Dr-95123/home/1000762,MLSListings,ML81943778,N,Y,37.245011,-121.867201
